"age","chronicCondition","state","prevalence","gender","year"
"All","Depression ","Massachusetts ",13.27,"Male","2007"
"All","Depression ","Michigan ",9.18,"Male","2007"
"All","Depression ","Minnesota ",10.09,"Male","2007"
"All","Depression ","Mississippi ",7.65,"Male","2007"
"All","Depression ","Missouri ",10.64,"Male","2007"
"All","Depression ","Montana ",8.15,"Male","2007"
"All","Depression ","Nebraska ",8.34,"Male","2007"
"All","Depression ","Nevada ",6.26,"Male","2007"
"All","Depression ","New Hampshire ",10.74,"Male","2007"
"All","Depression ","New Jersey ",7.7,"Male","2007"
"All","Depression ","New Mexico ",8.13,"Male","2007"
"All","Depression ","New York ",9.05,"Male","2007"
"All","Depression ","North Carolina ",8.09,"Male","2007"
"All","Depression ","North Dakota ",9.64,"Male","2007"
"All","Depression ","Ohio ",10.13,"Male","2007"
"All","Depression ","Oklahoma ",8.51,"Male","2007"
"All","Depression ","Oregon ",7.61,"Male","2007"
"All","Depression ","Pennsylvania ",9.32,"Male","2007"
"All","Depression ","Puerto Rico ",8.75,"Male","2007"
"All","Depression ","Rhode Island ",11.61,"Male","2007"
"All","Depression ","South Carolina ",6.92,"Male","2007"
"All","Depression ","South Dakota ",7.33,"Male","2007"
"All","Depression ","Tennessee ",9.89,"Male","2007"
"All","Depression ","Texas ",8.18,"Male","2007"
"All","Depression ","Utah ",8.81,"Male","2007"
"All","Depression ","Vermont ",10.86,"Male","2007"
"All","Depression ","Virgin Islands ",1.23,"Male","2007"
"All","Depression ","Virginia ",8.13,"Male","2007"
"All","Depression ","Washington ",8.24,"Male","2007"
"All","Depression ","West Virginia ",11.54,"Male","2007"
"All","Depression ","Wisconsin ",9.18,"Male","2007"
"All","Depression ","Wyoming ",6.69,"Male","2007"
"All","Depression ","Unknown ",2.15,"Male","2007"
"All","Diabetes","National ",26.29,"Male","2007"
"All","Diabetes","Alabama ",27.36,"Male","2007"
"All","Diabetes","Alaska ",19.14,"Male","2007"
"All","Diabetes","Arizona ",21.89,"Male","2007"
"All","Diabetes","Arkansas ",22.65,"Male","2007"
"All","Diabetes","California ",25.49,"Male","2007"
"All","Diabetes","Colorado ",18.54,"Male","2007"
"All","Diabetes","Connecticut ",27.21,"Male","2007"
"All","Diabetes","Delaware ",30.36,"Male","2007"
"All","Diabetes","District of Columbia ",24.95,"Male","2007"
"All","Diabetes","Florida ",28.11,"Male","2007"
"All","Diabetes","Georgia ",27.04,"Male","2007"
"All","Diabetes","Hawaii ",27.5,"Male","2007"
"All","Diabetes","Idaho ",21.44,"Male","2007"
"All","Diabetes","Illinois ",26.51,"Male","2007"
"All","Diabetes","Indiana ",27.26,"Male","2007"
"All","Diabetes","Iowa ",23.58,"Male","2007"
"All","Diabetes","Kansas ",23.77,"Male","2007"
"All","Diabetes","Kentucky ",26.68,"Male","2007"
"All","Diabetes","Louisiana ",26.17,"Male","2007"
"All","Diabetes","Maine ",24.03,"Male","2007"
"All","Diabetes","Maryland ",27.8,"Male","2007"
"All","Diabetes","Massachusetts ",25.18,"Male","2007"
"All","Diabetes","Michigan ",30.15,"Male","2007"
"All","Diabetes","Minnesota ",20.72,"Male","2007"
"All","Diabetes","Mississippi ",25.64,"Male","2007"
"All","Diabetes","Missouri ",25.38,"Male","2007"
"All","Diabetes","Montana ",18.79,"Male","2007"
"All","Diabetes","Nebraska ",22.73,"Male","2007"
"All","Diabetes","Nevada ",22.75,"Male","2007"
"All","Diabetes","New Hampshire ",24.17,"Male","2007"
"All","Diabetes","New Jersey ",31,"Male","2007"
"All","Diabetes","New Mexico ",22.26,"Male","2007"
"All","Diabetes","New York ",29.01,"Male","2007"
"All","Diabetes","North Carolina ",27.4,"Male","2007"
"All","Diabetes","North Dakota ",23.66,"Male","2007"
"All","Diabetes","Ohio ",27.98,"Male","2007"
"All","Diabetes","Oklahoma ",24.3,"Male","2007"
"All","Diabetes","Oregon ",20.81,"Male","2007"
"All","Diabetes","Pennsylvania ",27.68,"Male","2007"
"All","Diabetes","Puerto Rico ",39.01,"Male","2007"
"All","Diabetes","Rhode Island ",25.22,"Male","2007"
"All","Diabetes","South Carolina ",27.22,"Male","2007"
"All","Diabetes","South Dakota ",20.76,"Male","2007"
"All","Diabetes","Tennessee ",26.94,"Male","2007"
"All","Diabetes","Texas ",26.59,"Male","2007"
"All","Diabetes","Utah ",22.49,"Male","2007"
"All","Diabetes","Vermont ",22.11,"Male","2007"
"All","Diabetes","Virgin Islands ",24.75,"Male","2007"
"All","Diabetes","Virginia ",26.44,"Male","2007"
"All","Diabetes","Washington ",21.88,"Male","2007"
"All","Diabetes","West Virginia ",26.75,"Male","2007"
"All","Diabetes","Wisconsin ",23.79,"Male","2007"
"All","Diabetes","Wyoming ",18.43,"Male","2007"
"All","Diabetes","Unknown ",12.05,"Male","2007"
"All","HIV/AIDS","National ",0.61,"Male","2007"
"All","HIV/AIDS","Alabama ",0.39,"Male","2007"
"All","HIV/AIDS","Alaska ",0.34,"Male","2007"
"All","HIV/AIDS","Arizona ",0.38,"Male","2007"
"All","HIV/AIDS","Arkansas ",0.27,"Male","2007"
"All","HIV/AIDS","California ",1.09,"Male","2007"
"All","HIV/AIDS","Colorado ",0.55,"Male","2007"
"All","HIV/AIDS","Connecticut ",0.59,"Male","2007"
"All","HIV/AIDS","Delaware ",0.77,"Male","2007"
"All","HIV/AIDS","District of Columbia ",3.43,"Male","2007"
"All","HIV/AIDS","Florida ",1.16,"Male","2007"
"All","HIV/AIDS","Georgia ",0.94,"Male","2007"
"All","HIV/AIDS","Hawaii ",0.6,"Male","2007"
"All","HIV/AIDS","Idaho ",0.16,"Male","2007"
"All","HIV/AIDS","Illinois ",0.52,"Male","2007"
"All","HIV/AIDS","Indiana ",0.35,"Male","2007"
"All","HIV/AIDS","Iowa ",0.17,"Male","2007"
"All","HIV/AIDS","Kansas ",0.26,"Male","2007"
"All","HIV/AIDS","Kentucky ",0.26,"Male","2007"
"All","HIV/AIDS","Louisiana ",0.7,"Male","2007"
"All","HIV/AIDS","Maine ",0.28,"Male","2007"
"All","HIV/AIDS","Maryland ",0.9,"Male","2007"
"All","HIV/AIDS","Massachusetts ",0.83,"Male","2007"
"All","HIV/AIDS","Michigan ",0.35,"Male","2007"
"All","HIV/AIDS","Minnesota ",0.33,"Male","2007"
"All","HIV/AIDS","Mississippi ",0.48,"Male","2007"
"All","HIV/AIDS","Missouri ",0.47,"Male","2007"
"All","HIV/AIDS","Montana ",0.19,"Male","2007"
"All","HIV/AIDS","Nebraska ",0.2,"Male","2007"
"All","HIV/AIDS","Nevada ",0.56,"Male","2007"
"All","HIV/AIDS","New Hampshire ",0.23,"Male","2007"
"All","HIV/AIDS","New Jersey ",0.67,"Male","2007"
"All","HIV/AIDS","New Mexico ",0.42,"Male","2007"
"All","HIV/AIDS","New York ",1.06,"Male","2007"
"All","HIV/AIDS","North Carolina ",0.61,"Male","2007"
"All","HIV/AIDS","North Dakota ",0.09,"Male","2007"
"All","HIV/AIDS","Ohio ",0.35,"Male","2007"
"All","HIV/AIDS","Oklahoma ",0.37,"Male","2007"
"All","HIV/AIDS","Oregon ",0.31,"Male","2007"
"All","HIV/AIDS","Pennsylvania ",0.37,"Male","2007"
"All","HIV/AIDS","Puerto Rico ",0.43,"Male","2007"
"All","HIV/AIDS","Rhode Island ",0.75,"Male","2007"
"All","HIV/AIDS","South Carolina ",0.56,"Male","2007"
"All","HIV/AIDS","South Dakota ",0.17,"Male","2007"
"All","HIV/AIDS","Tennessee ",0.48,"Male","2007"
"All","HIV/AIDS","Texas ",0.66,"Male","2007"
"All","HIV/AIDS","Utah ",0.26,"Male","2007"
"All","HIV/AIDS","Vermont ",0.3,"Male","2007"
"All","HIV/AIDS","Virgin Islands ",0.3,"Male","2007"
"All","HIV/AIDS","Virginia ",0.44,"Male","2007"
"All","HIV/AIDS","Washington ",0.51,"Male","2007"
"All","HIV/AIDS","West Virginia ",0.2,"Male","2007"
"All","HIV/AIDS","Wisconsin ",0.26,"Male","2007"
"All","HIV/AIDS","Wyoming ",0.11,"Male","2007"
"All","HIV/AIDS","Unknown ",0.23,"Male","2007"
"All","Heart Failure","National ",16.38,"Male","2007"
"All","Heart Failure","Alabama ",17.18,"Male","2007"
"All","Heart Failure","Alaska ",11.08,"Male","2007"
"All","Heart Failure","Arizona ",12.8,"Male","2007"
"All","Heart Failure","Arkansas ",15.7,"Male","2007"
"All","Heart Failure","California ",16.2,"Male","2007"
"All","Heart Failure","Colorado ",12.53,"Male","2007"
"All","Heart Failure","Connecticut ",16.35,"Male","2007"
"All","Heart Failure","Delaware ",16.01,"Male","2007"
"All","Heart Failure","District of Columbia ",15.69,"Male","2007"
"All","Heart Failure","Florida ",17.18,"Male","2007"
"All","Heart Failure","Georgia ",14.98,"Male","2007"
"All","Heart Failure","Hawaii ",13.27,"Male","2007"
"All","Heart Failure","Idaho ",13.46,"Male","2007"
"All","Heart Failure","Illinois ",17.87,"Male","2007"
"All","Heart Failure","Indiana ",17.03,"Male","2007"
"All","Heart Failure","Iowa ",14.97,"Male","2007"
"All","Heart Failure","Kansas ",15.97,"Male","2007"
"All","Heart Failure","Kentucky ",16.23,"Male","2007"
"All","Heart Failure","Louisiana ",17.62,"Male","2007"
"All","Heart Failure","Maine ",13.11,"Male","2007"
"All","Heart Failure","Maryland ",16.51,"Male","2007"
"All","Heart Failure","Massachusetts ",15.84,"Male","2007"
"All","Heart Failure","Michigan ",18.53,"Male","2007"
"All","Heart Failure","Minnesota ",12.44,"Male","2007"
"All","Heart Failure","Mississippi ",16.13,"Male","2007"
"All","Heart Failure","Missouri ",16.2,"Male","2007"
"All","Heart Failure","Montana ",13.23,"Male","2007"
"All","Heart Failure","Nebraska ",15.3,"Male","2007"
"All","Heart Failure","Nevada ",13.26,"Male","2007"
"All","Heart Failure","New Hampshire ",13.03,"Male","2007"
"All","Heart Failure","New Jersey ",20.95,"Male","2007"
"All","Heart Failure","New Mexico ",13.25,"Male","2007"
"All","Heart Failure","New York ",19.04,"Male","2007"
"All","Heart Failure","North Carolina ",14.5,"Male","2007"
"All","Heart Failure","North Dakota ",16.14,"Male","2007"
"All","Heart Failure","Ohio ",17.76,"Male","2007"
"All","Heart Failure","Oklahoma ",17.39,"Male","2007"
"All","Heart Failure","Oregon ",12.96,"Male","2007"
"All","Heart Failure","Pennsylvania ",17.74,"Male","2007"
"All","Heart Failure","Puerto Rico ",17.04,"Male","2007"
"All","Heart Failure","Rhode Island ",14.92,"Male","2007"
"All","Heart Failure","South Carolina ",14.28,"Male","2007"
"All","Heart Failure","South Dakota ",14.17,"Male","2007"
"All","Heart Failure","Tennessee ",16.05,"Male","2007"
"All","Heart Failure","Texas ",17.9,"Male","2007"
"All","Heart Failure","Utah ",14.95,"Male","2007"
"All","Heart Failure","Vermont ",12.14,"Male","2007"
"All","Heart Failure","Virgin Islands ",8.6,"Male","2007"
"All","Heart Failure","Virginia ",14.4,"Male","2007"
"All","Heart Failure","Washington ",13.49,"Male","2007"
"All","Heart Failure","West Virginia ",14.72,"Male","2007"
"All","Heart Failure","Wisconsin ",14.96,"Male","2007"
"All","Heart Failure","Wyoming ",12.14,"Male","2007"
"All","Heart Failure","Unknown ",6.1,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","National ",0.74,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Alabama ",0.49,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Alaska ",NA,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Arizona ",0.68,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Arkansas ",0.42,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","California ",1.43,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Colorado ",0.63,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Connecticut ",0.77,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Delaware ",0.83,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","District of Columbia ",2.42,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Florida ",0.78,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Georgia ",0.63,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Hawaii ",0.93,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Idaho ",0.45,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Illinois ",0.55,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Indiana ",0.4,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Iowa ",0.3,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Kansas ",0.47,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Kentucky ",0.47,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Louisiana ",1.09,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Maine ",0.53,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Maryland ",0.82,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Massachusetts ",1.42,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Michigan ",0.66,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Minnesota ",0.46,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Mississippi ",0.52,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Missouri ",0.63,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Montana ",0.38,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Nebraska ",0.25,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Nevada ",0.81,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","New Hampshire ",0.5,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","New Jersey ",0.93,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","New Mexico ",0.88,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","New York ",1.04,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","North Carolina ",0.6,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","North Dakota ",0.33,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Ohio ",0.45,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Oklahoma ",0.52,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Oregon ",0.78,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Pennsylvania ",0.62,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Puerto Rico ",0.61,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Rhode Island ",1.47,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","South Carolina ",0.45,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","South Dakota ",0.16,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Tennessee ",0.72,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Texas ",0.82,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Utah ",0.4,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Vermont ",0.56,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Virgin Islands ",NA,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Virginia ",0.59,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Washington ",0.99,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","West Virginia ",0.44,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Wisconsin ",0.41,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Wyoming ",0.33,"Male","2007"
"All","Hepatitis (Chronic Viral B & C)","Unknown ",0.3,"Male","2007"
"All","Hyperlipidemia","National ",39.24,"Male","2007"
"All","Hyperlipidemia","Alabama ",38.08,"Male","2007"
"All","Hyperlipidemia","Alaska ",24.62,"Male","2007"
"All","Hyperlipidemia","Arizona ",37.6,"Male","2007"
"All","Hyperlipidemia","Arkansas ",30.27,"Male","2007"
"All","Hyperlipidemia","California ",37.6,"Male","2007"
"All","Hyperlipidemia","Colorado ",29.95,"Male","2007"
"All","Hyperlipidemia","Connecticut ",44.05,"Male","2007"
"All","Hyperlipidemia","Delaware ",53.64,"Male","2007"
"All","Hyperlipidemia","District of Columbia ",28.38,"Male","2007"
"All","Hyperlipidemia","Florida ",49.18,"Male","2007"
"All","Hyperlipidemia","Georgia ",39.46,"Male","2007"
"All","Hyperlipidemia","Hawaii ",47.34,"Male","2007"
"All","Hyperlipidemia","Idaho ",29.33,"Male","2007"
"All","Hyperlipidemia","Illinois ",39.65,"Male","2007"
"All","Hyperlipidemia","Indiana ",38.68,"Male","2007"
"All","Hyperlipidemia","Iowa ",34.55,"Male","2007"
"All","Hyperlipidemia","Kansas ",34.64,"Male","2007"
"All","Hyperlipidemia","Kentucky ",38.92,"Male","2007"
"All","Hyperlipidemia","Louisiana ",35.35,"Male","2007"
"All","Hyperlipidemia","Maine ",39.85,"Male","2007"
"All","Hyperlipidemia","Maryland ",44.04,"Male","2007"
"All","Hyperlipidemia","Massachusetts ",40.44,"Male","2007"
"All","Hyperlipidemia","Michigan ",40.82,"Male","2007"
"All","Hyperlipidemia","Minnesota ",29.06,"Male","2007"
"All","Hyperlipidemia","Mississippi ",28.59,"Male","2007"
"All","Hyperlipidemia","Missouri ",37.1,"Male","2007"
"All","Hyperlipidemia","Montana ",25.02,"Male","2007"
"All","Hyperlipidemia","Nebraska ",31.18,"Male","2007"
"All","Hyperlipidemia","Nevada ",36.08,"Male","2007"
"All","Hyperlipidemia","New Hampshire ",41.73,"Male","2007"
"All","Hyperlipidemia","New Jersey ",48.19,"Male","2007"
"All","Hyperlipidemia","New Mexico ",29.58,"Male","2007"
"All","Hyperlipidemia","New York ",43.51,"Male","2007"
"All","Hyperlipidemia","North Carolina ",38.64,"Male","2007"
"All","Hyperlipidemia","North Dakota ",34.13,"Male","2007"
"All","Hyperlipidemia","Ohio ",42.96,"Male","2007"
"All","Hyperlipidemia","Oklahoma ",33.44,"Male","2007"
"All","Hyperlipidemia","Oregon ",31.03,"Male","2007"
"All","Hyperlipidemia","Pennsylvania ",43.95,"Male","2007"
"All","Hyperlipidemia","Puerto Rico ",37.63,"Male","2007"
"All","Hyperlipidemia","Rhode Island ",43.15,"Male","2007"
"All","Hyperlipidemia","South Carolina ",41.18,"Male","2007"
"All","Hyperlipidemia","South Dakota ",27.46,"Male","2007"
"All","Hyperlipidemia","Tennessee ",37.43,"Male","2007"
"All","Hyperlipidemia","Texas ",38.02,"Male","2007"
"All","Hyperlipidemia","Utah ",27.11,"Male","2007"
"All","Hyperlipidemia","Vermont ",32.56,"Male","2007"
"All","Hyperlipidemia","Virgin Islands ",12.01,"Male","2007"
"All","Hyperlipidemia","Virginia ",40.27,"Male","2007"
"All","Hyperlipidemia","Washington ",33.18,"Male","2007"
"All","Hyperlipidemia","West Virginia ",39.33,"Male","2007"
"All","Hyperlipidemia","Wisconsin ",36.34,"Male","2007"
"All","Hyperlipidemia","Wyoming ",21.39,"Male","2007"
"All","Hyperlipidemia","Unknown ",12.64,"Male","2007"
"All","Hypertension","National ",49,"Male","2007"
"All","Hypertension","Alabama ",53.36,"Male","2007"
"All","Hypertension","Alaska ",34.54,"Male","2007"
"All","Hypertension","Arizona ",43.89,"Male","2007"
"All","Hypertension","Arkansas ",44.15,"Male","2007"
"All","Hypertension","California ",45.81,"Male","2007"
"All","Hypertension","Colorado ",37.03,"Male","2007"
"All","Hypertension","Connecticut ",53.37,"Male","2007"
"All","Hypertension","Delaware ",57.35,"Male","2007"
"All","Hypertension","District of Columbia ",46.33,"Male","2007"
"All","Hypertension","Florida ",53.91,"Male","2007"
"All","Hypertension","Georgia ",53.24,"Male","2007"
"All","Hypertension","Hawaii ",52.11,"Male","2007"
"All","Hypertension","Idaho ",36.89,"Male","2007"
"All","Hypertension","Illinois ",50.45,"Male","2007"
"All","Hypertension","Indiana ",49.53,"Male","2007"
"All","Hypertension","Iowa ",43.76,"Male","2007"
"All","Hypertension","Kansas ",46.03,"Male","2007"
"All","Hypertension","Kentucky ",50.22,"Male","2007"
"All","Hypertension","Louisiana ",52.31,"Male","2007"
"All","Hypertension","Maine ",45.11,"Male","2007"
"All","Hypertension","Maryland ",53.78,"Male","2007"
"All","Hypertension","Massachusetts ",49.82,"Male","2007"
"All","Hypertension","Michigan ",50.98,"Male","2007"
"All","Hypertension","Minnesota ",37.58,"Male","2007"
"All","Hypertension","Mississippi ",49.56,"Male","2007"
"All","Hypertension","Missouri ",48.59,"Male","2007"
"All","Hypertension","Montana ",34.81,"Male","2007"
"All","Hypertension","Nebraska ",41.85,"Male","2007"
"All","Hypertension","Nevada ",43.81,"Male","2007"
"All","Hypertension","New Hampshire ",46.95,"Male","2007"
"All","Hypertension","New Jersey ",56.76,"Male","2007"
"All","Hypertension","New Mexico ",38.85,"Male","2007"
"All","Hypertension","New York ",51.41,"Male","2007"
"All","Hypertension","North Carolina ",49.74,"Male","2007"
"All","Hypertension","North Dakota ",43.84,"Male","2007"
"All","Hypertension","Ohio ",52.73,"Male","2007"
"All","Hypertension","Oklahoma ",47.06,"Male","2007"
"All","Hypertension","Oregon ",37.7,"Male","2007"
"All","Hypertension","Pennsylvania ",52.55,"Male","2007"
